"attrition_flag","gender","customer_age","income_category","card_category","credit_limit","total_revolving_bal","avg_utilization_ratio","avg_open_to_buy","months_inactive_12_mon"
"Existing Customer","M",34,"$40K - $60K","Blue",3735,1285,0.344,2450,2
"Existing Customer","M",48,"$60K - $80K","Blue",6703,1252,0.187,5451,3
"Existing Customer","M",38,"$80K - $120K","Blue",6162,943,0.153,5219,1
"Existing Customer","M",42,"$60K - $80K","Blue",3337,795,0.238,2542,4
"Existing Customer","M",55,"$40K - $60K","Blue",2205,1337,0.606,868,3
"Existing Customer","M",62,"$40K - $60K","Blue",4450,1444,0.324,3006,1
"Existing Customer","F",33,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","M",38,"$80K - $120K","Blue",2172,1475,0.679,697,1
"Existing Customer","M",39,"$40K - $60K","Blue",4323,1267,0.293,3056,2
"Existing Customer","M",56,"$80K - $120K","Blue",4145,1468,0.354,2677,1
"Existing Customer","M",36,"Less than $40K","Blue",2032,1003,0.494,1029,3
"Existing Customer","M",29,"$80K - $120K","Blue",7010,2103,0.3,4907,3
"Existing Customer","M",57,"$120K +","Blue",3205,1530,0.477,1675,3
"Existing Customer","F",55,"Unknown","Blue",16547,1521,0.092,15026,2
"Existing Customer","F",51,"$40K - $60K","Blue",5930,0,0,5930,2
"Existing Customer","F",57,"Unknown","Blue",7469,1752,0.235,5717,1
"Existing Customer","F",56,"Less than $40K","Blue",2235,0,0,2235,2
"Existing Customer","M",26,"$40K - $60K","Blue",2047,1196,0.584,851,2
"Existing Customer","F",36,"Unknown","Silver",34516,907,0.026,33609,1
"Existing Customer","F",53,"$40K - $60K","Blue",2636,2357,0.894,279,3
"Existing Customer","M",41,"$40K - $60K","Blue",6425,915,0.142,5510,3
"Existing Customer","F",26,"Less than $40K","Blue",2902,1668,0.575,1234,3
"Existing Customer","F",51,"Less than $40K","Blue",4002,1669,0.417,2333,2
"Existing Customer","M",34,"$60K - $80K","Blue",5175,977,0.189,4198,3
"Existing Customer","F",65,"$40K - $60K","Blue",4599,637,0.139,3962,2
"Existing Customer","M",52,"$80K - $120K","Blue",31258,1518,0.049,29740,3
"Existing Customer","F",54,"Less than $40K","Blue",2683,1671,0.623,1012,2
"Attrited Customer","M",37,"$80K - $120K","Blue",11638,926,0.08,10712,4
"Existing Customer","F",40,"Unknown","Blue",1829,1140,0.623,689,1
"Existing Customer","M",55,"$80K - $120K","Blue",8276,1671,0.202,6605,1
"Existing Customer","M",45,"$80K - $120K","Blue",23539,1261,0.054,22278,3
"Existing Customer","F",37,"Less than $40K","Blue",2352,0,0,2352,3
"Existing Customer","M",30,"$60K - $80K","Blue",11371,1015,0.089,10356,1
"Existing Customer","F",55,"Less than $40K","Blue",2857,2517,0.881,340,6
"Existing Customer","M",36,"$80K - $120K","Silver",34516,1568,0.045,32948,2
"Existing Customer","M",39,"$40K - $60K","Blue",6690,1884,0.282,4806,3
"Existing Customer","M",34,"Less than $40K","Blue",4439,844,0.19,3595,1
"Existing Customer","M",47,"$60K - $80K","Blue",5344,1582,0.296,3762,3
"Existing Customer","M",42,"$80K - $120K","Blue",27310,0,0,27310,3
"Existing Customer","M",61,"$40K - $60K","Blue",2531,2360,0.932,171,2
"Existing Customer","M",31,"$40K - $60K","Blue",9096,0,0,9096,1
"Attrited Customer","M",40,"$80K - $120K","Silver",34516,0,0,34516,3
"Existing Customer","F",42,"Less than $40K","Blue",7169,902,0.126,6267,1
"Existing Customer","F",54,"Less than $40K","Blue",5399,1723,0.319,3676,3
"Existing Customer","F",52,"Less than $40K","Blue",2280,1170,0.513,1110,3
"Existing Customer","F",31,"Less than $40K","Blue",6315,1305,0.207,5010,1
"Existing Customer","M",43,"$40K - $60K","Blue",4402,1640,0.373,2762,1
"Existing Customer","M",49,"$120K +","Blue",27732,1623,0.059,26109,4
"Existing Customer","F",45,"$40K - $60K","Blue",4947,1053,0.213,3894,3
"Existing Customer","M",38,"$80K - $120K","Blue",3946,2375,0.602,1571,2
"Existing Customer","M",57,"$40K - $60K","Blue",12291,2289,0.186,10002,3
"Existing Customer","F",63,"$40K - $60K","Blue",3067,1874,0.611,1193,2
"Existing Customer","F",42,"Less than $40K","Blue",1438.3,674,0.469,764.3,2
"Existing Customer","F",61,"$40K - $60K","Blue",8633,2517,0.292,6116,2
"Existing Customer","M",37,"$40K - $60K","Blue",2394,0,0,2394,4
"Attrited Customer","M",61,"$120K +","Blue",11374,2517,0.221,8857,0
"Existing Customer","M",35,"$60K - $80K","Blue",6921,2159,0.312,4762,3
"Existing Customer","M",57,"$80K - $120K","Blue",2564,2379,0.928,185,6
"Existing Customer","M",64,"Less than $40K","Blue",2720,1904,0.7,816,3
"Existing Customer","F",39,"Unknown","Blue",9843,2154,0.219,7689,2
"Existing Customer","F",28,"Unknown","Blue",21691,661,0.03,21030,3
"Existing Customer","M",53,"$80K - $120K","Blue",1826,883,0.484,943,3
"Existing Customer","M",39,"$60K - $80K","Blue",5746,1829,0.318,3917,3
"Existing Customer","F",35,"Less than $40K","Blue",2926,1346,0.46,1580,2
"Existing Customer","F",47,"$40K - $60K","Blue",7061,1813,0.257,5248,3
"Existing Customer","M",47,"$80K - $120K","Blue",5589,1430,0.256,4159,3
"Existing Customer","M",38,"$80K - $120K","Blue",9620,2033,0.211,7587,3
"Existing Customer","F",26,"Less than $40K","Blue",2539,2162,0.852,377,3
"Existing Customer","F",37,"Unknown","Blue",3642,610,0.167,3032,2
"Existing Customer","M",57,"Less than $40K","Blue",3451,0,0,3451,4
"Existing Customer","F",38,"Less than $40K","Blue",1841,1246,0.677,595,2
"Existing Customer","M",39,"$120K +","Blue",5764,1529,0.265,4235,3
"Existing Customer","M",35,"$60K - $80K","Blue",18278,0,0,18278,3
"Existing Customer","M",38,"$80K - $120K","Blue",16059,618,0.038,15441,3
"Existing Customer","M",56,"$60K - $80K","Blue",5887,659,0.112,5228,2
"Existing Customer","M",36,"$40K - $60K","Blue",3152,1986,0.63,1166,2
"Attrited Customer","M",39,"$80K - $120K","Blue",12464,0,0,12464,3
"Existing Customer","F",58,"Unknown","Blue",4784,0,0,4784,2
"Existing Customer","M",28,"Less than $40K","Blue",1950,0,0,1950,2
"Existing Customer","F",65,"Less than $40K","Blue",7478,0,0,7478,3
"Existing Customer","F",26,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","M",28,"Less than $40K","Blue",1707,1191,0.698,516,2
"Existing Customer","F",30,"Unknown","Blue",4016,917,0.228,3099,2
"Existing Customer","F",31,"Less than $40K","Blue",2370,1699,0.717,671,3
"Existing Customer","M",57,"$60K - $80K","Blue",3478,2517,0.724,961,1
"Existing Customer","M",43,"$40K - $60K","Blue",1539,989,0.643,550,2
"Attrited Customer","F",26,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",39,"$40K - $60K","Blue",3142,1639,0.522,1503,3
"Existing Customer","M",35,"$60K - $80K","Blue",17236,0,0,17236,1
"Existing Customer","F",52,"$40K - $60K","Blue",1438.3,0,0,1438.3,1
"Existing Customer","M",33,"$80K - $120K","Blue",13206,925,0.07,12281,3
"Existing Customer","M",53,"$60K - $80K","Blue",2480,1351,0.545,1129,1
"Existing Customer","F",30,"Less than $40K","Blue",2898,0,0,2898,1
"Existing Customer","M",59,"Less than $40K","Blue",1570,1028,0.655,542,3
"Existing Customer","F",65,"Less than $40K","Blue",4460,1262,0.283,3198,3
"Existing Customer","F",33,"Less than $40K","Blue",1544,0,0,1544,2
"Existing Customer","F",52,"Unknown","Blue",3456,2219,0.642,1237,3
"Existing Customer","F",26,"Unknown","Blue",2751,1599,0.581,1152,3
"Existing Customer","M",52,"$60K - $80K","Blue",4153,0,0,4153,3
"Existing Customer","F",37,"Less than $40K","Blue",3685,1396,0.379,2289,2
"Existing Customer","M",56,"$120K +","Blue",8902,1932,0.217,6970,1
"Existing Customer","M",35,"$120K +","Blue",2944,1596,0.542,1348,3
"Existing Customer","F",58,"Less than $40K","Blue",2232,786,0.352,1446,3
"Existing Customer","F",34,"$40K - $60K","Blue",1569,909,0.579,660,2
"Existing Customer","M",37,"$80K - $120K","Blue",23622,1153,0.049,22469,2
"Existing Customer","M",53,"$40K - $60K","Blue",3326,1442,0.434,1884,3
"Existing Customer","M",38,"$40K - $60K","Blue",6116,1698,0.278,4418,3
"Existing Customer","M",38,"$80K - $120K","Blue",11352,0,0,11352,1
"Existing Customer","F",28,"Less than $40K","Silver",14910,873,0.059,14037,3
"Existing Customer","F",39,"Unknown","Blue",17531,0,0,17531,3
"Existing Customer","F",43,"Less than $40K","Blue",4138,643,0.155,3495,2
"Existing Customer","M",36,"$80K - $120K","Blue",8374,2147,0.256,6227,2
"Existing Customer","F",38,"Less than $40K","Blue",7049,0,0,7049,3
"Existing Customer","M",37,"$40K - $60K","Blue",3851,1695,0.44,2156,3
"Existing Customer","M",37,"$60K - $80K","Blue",15936,827,0.052,15109,1
"Existing Customer","F",29,"Less than $40K","Blue",2926,0,0,2926,4
"Existing Customer","M",51,"$60K - $80K","Blue",10305,691,0.067,9614,2
"Existing Customer","M",54,"$60K - $80K","Blue",2987,2517,0.843,470,2
"Existing Customer","M",35,"$80K - $120K","Gold",34516,1965,0.057,32551,2
"Existing Customer","F",38,"$40K - $60K","Blue",6275,1579,0.252,4696,3
"Existing Customer","F",33,"Less than $40K","Blue",7185,0,0,7185,2
"Existing Customer","F",45,"Less than $40K","Blue",3281,1961,0.598,1320,3
"Existing Customer","M",61,"$40K - $60K","Blue",3077,1646,0.535,1431,3
"Existing Customer","F",33,"Less than $40K","Blue",2042,1864,0.913,178,1
"Existing Customer","M",55,"$60K - $80K","Blue",2001,1553,0.776,448,1
"Existing Customer","F",34,"Less than $40K","Blue",3625,2517,0.694,1108,3
"Existing Customer","M",58,"$40K - $60K","Blue",7803,1885,0.242,5918,3
"Existing Customer","F",38,"Less than $40K","Blue",5951,1702,0.286,4249,1
"Attrited Customer","M",59,"$120K +","Blue",15796,812,0.051,14984,5
"Existing Customer","M",57,"$80K - $120K","Blue",7558,1364,0.18,6194,3
"Existing Customer","M",55,"$60K - $80K","Blue",5381,0,0,5381,1
"Existing Customer","M",63,"$60K - $80K","Blue",3556,2517,0.708,1039,1
"Existing Customer","M",60,"Less than $40K","Blue",2661,1466,0.551,1195,1
"Existing Customer","F",53,"Less than $40K","Blue",3506,1405,0.401,2101,1
"Existing Customer","M",35,"$60K - $80K","Blue",2066,1699,0.822,367,2
"Existing Customer","M",53,"$120K +","Blue",8329,877,0.105,7452,1
"Existing Customer","M",58,"Less than $40K","Blue",2774,0,0,2774,1
"Existing Customer","F",33,"Unknown","Blue",4134,1130,0.273,3004,3
"Existing Customer","M",53,"$80K - $120K","Blue",11329,1180,0.104,10149,2
"Existing Customer","M",59,"$60K - $80K","Blue",9055,1560,0.172,7495,2
"Existing Customer","M",37,"$120K +","Blue",17393,1409,0.081,15984,2
"Existing Customer","F",50,"Less than $40K","Blue",5908,0,0,5908,3
"Existing Customer","F",35,"Less than $40K","Blue",5825,1815,0.312,4010,2
"Existing Customer","M",28,"$40K - $60K","Blue",3665,0,0,3665,1
"Existing Customer","M",37,"$80K - $120K","Blue",3797,1425,0.375,2372,2
"Existing Customer","M",39,"$40K - $60K","Blue",3478,0,0,3478,3
"Existing Customer","M",31,"$40K - $60K","Blue",13734,0,0,13734,3
"Existing Customer","M",37,"$60K - $80K","Blue",3034,2167,0.714,867,3
"Existing Customer","M",39,"Less than $40K","Blue",2973,2360,0.794,613,1
"Existing Customer","M",38,"$80K - $120K","Blue",24296,0,0,24296,1
"Existing Customer","M",35,"$40K - $60K","Blue",8969,1226,0.137,7743,1
"Existing Customer","M",30,"Less than $40K","Blue",2550,1623,0.636,927,3
"Attrited Customer","F",48,"Less than $40K","Silver",10357,0,0,10357,1
"Existing Customer","F",33,"Less than $40K","Blue",1475,986,0.668,489,1
"Existing Customer","M",47,"$40K - $60K","Blue",5154,1407,0.273,3747,6
"Existing Customer","F",37,"Less than $40K","Blue",3586,1414,0.394,2172,2
"Existing Customer","M",38,"$60K - $80K","Blue",4646,1680,0.362,2966,1
"Existing Customer","M",39,"$40K - $60K","Blue",1640,1177,0.718,463,2
"Existing Customer","M",34,"$60K - $80K","Blue",2379,1982,0.833,397,2
"Existing Customer","M",65,"Less than $40K","Blue",3422,0,0,3422,3
"Existing Customer","M",43,"$60K - $80K","Blue",4365,0,0,4365,2
"Attrited Customer","M",38,"$80K - $120K","Blue",32938,2089,0.063,30849,4
"Existing Customer","M",48,"$40K - $60K","Blue",6710,1942,0.289,4768,2
"Existing Customer","M",38,"$60K - $80K","Blue",2507,1544,0.616,963,3
"Attrited Customer","F",65,"Less than $40K","Blue",6184,0,0,6184,6
"Existing Customer","F",36,"Less than $40K","Blue",2029,1190,0.586,839,3
"Existing Customer","M",35,"$40K - $60K","Silver",16659,0,0,16659,3
"Existing Customer","F",58,"Less than $40K","Blue",2203,1394,0.633,809,2
"Existing Customer","F",54,"Unknown","Blue",5122,1642,0.321,3480,2
"Existing Customer","M",53,"$80K - $120K","Blue",3074,2390,0.777,684,1
"Existing Customer","M",38,"$60K - $80K","Blue",2584,0,0,2584,3
"Existing Customer","M",31,"$40K - $60K","Blue",2037,0,0,2037,1
"Existing Customer","M",34,"$120K +","Blue",14938,1412,0.095,13526,3
"Existing Customer","M",38,"$60K - $80K","Blue",2014,896,0.445,1118,1
"Attrited Customer","M",39,"$60K - $80K","Blue",1818,0,0,1818,4
"Existing Customer","M",37,"$80K - $120K","Blue",14926,0,0,14926,1
"Existing Customer","F",51,"Less than $40K","Blue",2827,1308,0.463,1519,3
"Existing Customer","F",53,"Less than $40K","Blue",2773,1507,0.543,1266,2
"Existing Customer","M",53,"$80K - $120K","Blue",16033,560,0.035,15473,3
"Existing Customer","M",65,"Less than $40K","Blue",3213,2517,0.783,696,3
"Existing Customer","F",33,"Less than $40K","Blue",3616,0,0,3616,1
"Existing Customer","M",37,"$60K - $80K","Blue",5924,1023,0.173,4901,1
"Existing Customer","M",47,"$40K - $60K","Blue",14535,0,0,14535,3
"Existing Customer","F",59,"Less than $40K","Blue",2833,1609,0.568,1224,2
"Existing Customer","F",59,"Less than $40K","Blue",1479,601,0.406,878,2
"Existing Customer","F",34,"Unknown","Blue",1617,1347,0.833,270,1
"Existing Customer","M",26,"Less than $40K","Blue",2237,451,0.202,1786,4
"Existing Customer","M",45,"$120K +","Blue",2900,1782,0.614,1118,3
"Existing Customer","F",54,"Unknown","Blue",13126,2086,0.159,11040,3
"Existing Customer","M",52,"$80K - $120K","Blue",8695,1407,0.162,7288,1
"Existing Customer","M",47,"$40K - $60K","Blue",6692,1897,0.283,4795,3
"Existing Customer","F",57,"Less than $40K","Blue",2159,1004,0.465,1155,1
"Existing Customer","M",34,"$60K - $80K","Blue",2501,1909,0.763,592,2
"Existing Customer","M",36,"$80K - $120K","Blue",6338,2379,0.375,3959,3
"Attrited Customer","F",36,"$40K - $60K","Blue",2190,0,0,2190,3
"Existing Customer","F",57,"$40K - $60K","Blue",7578,1628,0.215,5950,2
"Existing Customer","M",29,"Less than $40K","Blue",2963,1466,0.495,1497,3
"Existing Customer","M",37,"$80K - $120K","Blue",8260,2077,0.251,6183,3
"Attrited Customer","F",46,"Less than $40K","Blue",8309,858,0.103,7451,4
"Existing Customer","M",55,"$80K - $120K","Blue",3864,1901,0.492,1963,1
"Existing Customer","M",56,"$80K - $120K","Blue",10230,1082,0.106,9148,3
"Attrited Customer","M",32,"$120K +","Blue",22382,0,0,22382,3
"Existing Customer","M",39,"$120K +","Blue",25790,1798,0.07,23992,3
"Existing Customer","F",63,"Less than $40K","Blue",2675,2517,0.941,158,1
"Existing Customer","F",49,"Less than $40K","Blue",1652,812,0.492,840,3
"Existing Customer","M",38,"$60K - $80K","Blue",5815,1698,0.292,4117,1
"Existing Customer","M",60,"Less than $40K","Blue",2595,2189,0.844,406,1
"Existing Customer","M",38,"$60K - $80K","Blue",3421,2308,0.675,1113,2
"Existing Customer","M",63,"$80K - $120K","Blue",6922,1704,0.246,5218,2
"Existing Customer","F",43,"Less than $40K","Blue",6979,898,0.129,6081,2
"Existing Customer","F",39,"Less than $40K","Blue",2594,0,0,2594,3
"Existing Customer","F",35,"Unknown","Blue",16915,1679,0.099,15236,2
"Attrited Customer","M",45,"$80K - $120K","Blue",34516,0,0,34516,4
"Existing Customer","F",35,"$40K - $60K","Blue",2523,1877,0.744,646,2
"Attrited Customer","F",48,"$40K - $60K","Blue",6235,0,0,6235,4
"Existing Customer","M",26,"$40K - $60K","Blue",1473,0,0,1473,2
"Existing Customer","M",36,"$120K +","Blue",17116,939,0.055,16177,2
"Existing Customer","M",37,"$80K - $120K","Blue",4631,1991,0.43,2640,3
"Existing Customer","M",39,"$60K - $80K","Blue",3047,2150,0.706,897,3
"Existing Customer","M",49,"$80K - $120K","Blue",32338,1664,0.051,30674,2
"Existing Customer","M",56,"$60K - $80K","Blue",2253,1375,0.61,878,3
"Existing Customer","M",45,"$60K - $80K","Blue",16611,0,0,16611,6
"Existing Customer","M",34,"Unknown","Blue",22886,836,0.037,22050,4
"Existing Customer","M",29,"$80K - $120K","Blue",3544,0,0,3544,3
"Existing Customer","M",28,"Less than $40K","Blue",3480,0,0,3480,3
"Existing Customer","F",65,"Less than $40K","Blue",3549,1880,0.53,1669,3
"Existing Customer","F",26,"Less than $40K","Blue",1438.3,737,0.512,701.3,2
"Existing Customer","F",57,"Less than $40K","Blue",3136,1422,0.453,1714,2
"Existing Customer","M",47,"$120K +","Blue",34516,933,0.027,33583,2
"Existing Customer","F",54,"Less than $40K","Blue",6814,1570,0.23,5244,3
"Existing Customer","M",48,"$120K +","Silver",34516,2098,0.061,32418,2
"Existing Customer","F",36,"Unknown","Blue",8500,2517,0.296,5983,3
"Existing Customer","M",43,"$80K - $120K","Blue",28170,1859,0.066,26311,3
"Existing Customer","F",54,"Less than $40K","Blue",6610,928,0.14,5682,1
"Existing Customer","M",37,"$60K - $80K","Blue",15755,1410,0.089,14345,3
"Existing Customer","M",33,"$80K - $120K","Blue",2711,2073,0.765,638,3
"Existing Customer","M",38,"$40K - $60K","Blue",3735,1199,0.321,2536,1
"Existing Customer","M",36,"$80K - $120K","Blue",10216,1822,0.178,8394,3
"Existing Customer","F",40,"Unknown","Blue",20420,1657,0.081,18763,1
"Attrited Customer","M",37,"$120K +","Blue",13662,0,0,13662,4
"Existing Customer","F",26,"Unknown","Blue",3038,1460,0.481,1578,3
"Existing Customer","M",45,"$60K - $80K","Blue",7050,659,0.093,6391,3
"Existing Customer","M",26,"Less than $40K","Blue",1775,1162,0.655,613,1
"Existing Customer","M",42,"$40K - $60K","Blue",8960,1054,0.118,7906,2
"Existing Customer","M",33,"$80K - $120K","Blue",2355,1773,0.753,582,1
"Existing Customer","F",57,"$40K - $60K","Blue",6803,1332,0.196,5471,2
"Existing Customer","M",55,"$60K - $80K","Blue",2145,1207,0.563,938,2
"Existing Customer","M",40,"$80K - $120K","Blue",3919,1640,0.418,2279,2
"Existing Customer","M",32,"Less than $40K","Blue",4500,0,0,4500,2
"Existing Customer","F",62,"Less than $40K","Blue",2941,1173,0.399,1768,3
"Existing Customer","M",26,"$60K - $80K","Blue",7102,0,0,7102,3
"Attrited Customer","M",37,"Less than $40K","Blue",6866,2389,0.348,4477,3
"Existing Customer","M",57,"$80K - $120K","Blue",10378,1540,0.148,8838,2
"Existing Customer","F",47,"Unknown","Blue",13473,1335,0.099,12138,3
"Existing Customer","M",47,"$80K - $120K","Blue",18178,0,0,18178,3
"Existing Customer","F",48,"Unknown","Blue",8171,852,0.104,7319,3
"Existing Customer","F",49,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","M",35,"$80K - $120K","Blue",8082,2307,0.285,5775,3
"Existing Customer","M",57,"$60K - $80K","Blue",24589,1640,0.067,22949,2
"Existing Customer","F",62,"Unknown","Silver",30310,0,0,30310,1
"Existing Customer","F",55,"Less than $40K","Blue",2967,2129,0.718,838,3
"Existing Customer","M",36,"$60K - $80K","Blue",3092,1825,0.59,1267,2
"Existing Customer","M",54,"$80K - $120K","Blue",1618,668,0.413,950,3
"Existing Customer","F",30,"Less than $40K","Blue",2498,1632,0.653,866,2
"Existing Customer","M",46,"$40K - $60K","Blue",2564,0,0,2564,2
"Existing Customer","M",43,"$80K - $120K","Blue",10540,1489,0.141,9051,4
"Existing Customer","M",34,"$120K +","Blue",13384,1853,0.138,11531,3
"Existing Customer","M",55,"$80K - $120K","Blue",16208,1278,0.079,14930,2
"Existing Customer","F",36,"Less than $40K","Blue",3049,2198,0.721,851,3
"Existing Customer","M",44,"$80K - $120K","Blue",19214,0,0,19214,4
"Existing Customer","M",39,"$60K - $80K","Blue",3071,2517,0.82,554,2
"Existing Customer","M",34,"$80K - $120K","Blue",13395,1678,0.125,11717,1
"Existing Customer","M",40,"$60K - $80K","Blue",17126,1201,0.07,15925,3
"Existing Customer","M",42,"$60K - $80K","Blue",8083,0,0,8083,3
"Existing Customer","M",36,"$40K - $60K","Blue",8995,1547,0.172,7448,2
"Existing Customer","F",26,"Less than $40K","Blue",2404,1198,0.498,1206,2
"Existing Customer","M",42,"$40K - $60K","Blue",2807,1845,0.657,962,2
"Existing Customer","M",55,"$40K - $60K","Blue",3097,827,0.267,2270,3
"Existing Customer","M",45,"$80K - $120K","Blue",10651,672,0.063,9979,2
"Existing Customer","M",61,"$60K - $80K","Blue",2175,1404,0.646,771,2
