uid,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
3491,austin,"Are you ready to be a landlord in one of the most steady rental markets. we so happen to have a large 3-2 and 2-2 , new paint inside and out new ceiling fans. Certified foundation repair. new fixtures . landlord was leasing for $1500 & $1600  take this opportunity before it goes on the MLS -REHAB IN PROGRESS NEW EXTERIOR PAINT COMPLETED ",Multiple Occupancy,30.365970611572266,-97.72276306152344,2,False,1970,1,8537.0,4.0,14,4.0,5,350000-450000
6167,austin,"First time this 1999 David Weekly home has been on the market. A wonderful and unique floor plan for Travis Country with 2 bedrooms and a spacious study which could be a 3rd bedroom with modification. Light Oak hardwood flooring, upgraded ceramic tile and NO carpet. The open floor plan has a spacious kitchen overlooking the living room, a lovely gas fireplace, built-ins, plantation shutters and high ceilings throughout. Private backyard, shaded by several Oak trees and a nice patio area.",Single Family,30.251094818115234,-97.84300994873048,0,False,1998,0,7623.0,5.666666666666668,16,2.0,3,450000-650000
1403,del valle,"Well keep single story home in Los Cielos. Open floor plan that is perfect for entertaining, kitchen dining room is overlooking the family room. Quick access to Del Valle high school and the highway. This home won't last long!Restrictions: Yes",Single Family,30.16828346252441,-97.62340545654295,2,False,2004,2,6599.0,3.333333333333333,14,2.0,3,0-250000
3719,austin,"Beautifully remodeled single story home in desirable neighborhood. Nothing undone here. Wood floors in main areas, complete custom remodel in kitchen and both baths, contemporary open floor plan, recent paint, 3 beds + office OR 4 bedrooms and all w plenty of natural light! Extended deck is perfect for entertaining, sizeable side-yard space and raised beds for gardening. Shows like a model! Convenient location!",Single Family,30.42814636230469,-97.73756408691406,2,False,1994,0,8929.0,6.666666666666668,15,2.0,4,450000-650000
10965,austin,"Spacious 1 Story, Brick & Stone Exterior w/Front Porch Greenbelt Views, Surrounded by Trees, Lightly lived in, Awesome Floor Plan includes a Workspace for in home office. Tall Ceilings, Tile flooring, Kitchen w/Granite Counters, Stainless Appliances, Huge Breakfast Island, 42 Inch Cabinets, Generous Counter and Workspace. Primary Bedroom w/ Double Closets, Separate Vanities, Tub and Shower. Washer, Dryer and Refrigerator stay. The HOA includes a separate neighborhood pool, park and playground on Musket Valley Trail.",Single Family,30.364389419555664,-97.65372467041016,2,True,2017,3,16988.4,4.333333333333333,12,2.0,3,250000-350000
12091,austin,"Beautifully updated two story home in sought after Hillcrest! Large open concept living area with tons of natural light. Open concept kitchen with Stainless Steal appliances throughout. Huge master bedroom adjoined with a large walk-in closet and updated master bath. Second floor loft space perfect for extra media room/study. Backyard includes custom stone patio with a private garden. Great for entertaining! Easy access to downtown, restaurants and shopping! Low taxes & HOA. Truly a must see property!",Single Family,30.157400131225586,-97.8438949584961,0,False,2003,0,6054.0,4.666666666666667,15,3.0,3,0-250000
5683,austin,"Stunning 4 bedroom home in prestigious Onion Creek Golf Course Community featuring 27 holes, the later 9 designed by Ben Crenshaw and Bill Coore.  This home features a separate downstairs office with built in desk and bookshelves, winding staircase, beautiful granite countertops on top of new custom cabinets, all new energy efficient appliances, an island with a gas downdraft cooktop, luxurious Italian marble backsplash throughout the kitchen and laundry room, updated lighting and modern finishes.  The enormous master bedroom enjoys a sitting area and 2 huge walk in closets.  Two bedrooms are split by a Jack & Jill bathroom while the fourth bedroom has an attached, private bathroom.  Beautiful plantation shutters throughout the second floor.  This home backs to greenbelt. A must see!",Single Family,30.14713478088379,-97.77711486816406,2,False,1992,0,13503.6,5.333333333333333,15,4.0,4,350000-450000
11263,austin,"Built by The Muskin Company, one of Austin's premier green home builders, this custom paired home is a study in inspired modern living. Featuring Muskin's celebrated craftsmanship & designed by award-winning Jay Corder Architecture. Ideally situated on a corner lot across from Philomena Park, walk to the grocery store, Alamo Drafthouse, The Thinkery, farmer's market, pools, walking trails & more! Interiors designed by Kelle Contine, known for bright, contemporary living spaces imbued with natural materials.",Townhouse,30.29963111877441,-97.696533203125,2,False,2019,2,2134.0,5.0,15,3.0,3,650000+
2625,austin,"Blank canvas ready for move-in or remodel. Good luck finding another home like this in this highly sought out neighborhood. Workshop in backyard. Walking distance to the lake/boat ramp, community pool & park area. Easy to spruce up and have as an upgraded lake property. Roof replaced July 2015. HVAC replaced July 2014.",Single Family,30.34784507751465,-97.86103057861328,2,False,1965,0,12632.4,8.0,14,2.0,3,350000-450000
1638,austin,"This is Home is Not ONLY Beautiful it Has Everything You are Looking for Your a 1 Story Home.   Priced to Sell Quickly. Speakers for Stereo in Living and outside Porch, Sprinklers Front and Back, Window Treatments, Wood Floors.  Beautiful Kitchen with under Counter Lighting.  Large Master Suite with Huge Walk in Shower.  One Story Elegance.  In Like New condition. Large Back Yard With Covered Patio and Stub for Gas to your Grill.",Single Family,30.17461013793945,-97.91615295410156,0,False,2015,1,6795.0,9.0,18,2.0,3,450000-650000
1361,del valle,This 3 bedroom home is sitting at the end of a cul-de-sac and is move in ready! Features include an open concept living floor plan with a large dining and kitchen. Spacious laundry and walk in pantry. All bedrooms are on the upper level with a bonus room perfect for a second living area or office. The property backs to vacant land with no homes behind for added privacy.,Single Family,30.16947364807129,-97.6135025024414,2,False,2012,2,7013.0,3.333333333333333,14,3.0,3,0-250000
1461,austin,"Sophisticated, upgraded Fedrick Harris Estate home with mesmerizing city & hill country view. Sip your coffee or evening wine surrounded by lush trees & peaceful green space. No neighbors to the south or across the street allow views from almost every spot.  Enjoy cooking in the upgraded kitchen with SS appliances, double oven, granite counters, & 5 burner cook-top. Open floor plan is great for entertaining inside & out. Designer touches include custom window dressings, updated fireplace, wood floors, patterned carpet on stairs, Venetian plaster, niche, crown molding, built-in bookcases, and speakers throughout. Master & office on main floor; media & bonus room (4th bed) up. Outdoor features include spacious Trex deck 2017, special metal railing with built-in night lights, super cedar barn door access to storage under deck, large yard with many trees. Fantastic garage big enough for boat or small RV, also has +/-400' flat storage accessible from drop-down staircase. This one is READY!",Single Family,30.370037078857425,-97.84586334228516,0,False,1996,0,12632.4,7.0,16,3.0,4,650000+
12841,austin,"Spacious custom home with only one owner that sits up high on a lot a little over a quarter acre.  3 bedrooms, each with lots of closet space and all have or are near their own bathrooms.  Large living area with lots of built in bookshelves.  Huge kitchen with lots of potential. Tons of cabinet space.  Good size dining area and another small area that could be used as a breakfast area or sitting area.  Separate built in desk area, great for working from home or a quiet study area.  Huge walk in laundry with separate sink.  Gorgeous back yard that is quiet and you can barely see anyone behind you--feels very private and secluded.",Single Family,30.22830581665039,-97.8762664794922,2,False,1994,0,12196.8,6.0,17,3.0,3,350000-450000
2025,austin,"5912 Baythorne Dr, Austin, TX 78747 is a single family home that contains 1,533 sq ft and was built in 2016. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.153846740722656,-97.754150390625,0,False,2016,2,4660.0,5.333333333333333,15,3.0,3,250000-350000
14522,austin,"4404 Avenue D, Austin, TX 78751 is a single family home that contains 1,852 sq ft and was built in 1948. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.308488845825195,-97.73005676269531,0,False,1948,3,4791.0,7.333333333333332,15,3.0,3,650000+
578,austin,"This charming single story is situated just a short drive from Downtown along with endless entertainment. Clean finishes throughout and an open concept mother in law plan. Tons of natural light comes through the great size windows! The floorplan is an entertainers dream with the kitchen opening to the living. Relax on your covered patio with your private backyard space. Your neighborhood amenities will include a community pool, hike/bike trails, park and picnic area!",Single Family,30.280479431152344,-97.62955474853516,2,False,2012,2,5937.0,3.6666666666666665,11,2.0,3,0-250000
19,austin,Charming Home boasting 3 bedrooms and 2 baths. This home sits on a sizable corner lot and is almost ready for move in.,Single Family,30.25570678710937,-97.57695770263672,2,False,2006,1,7448.0,2.6666666666666665,13,2.0,3,0-250000
5668,austin,"Copy/paste link for 3D tour: bit.ly/2716OldCourse3D. Golf Course Getaway! A beautiful one-story dream home in Steiner's gated Fairways section. Low maintenance and perfect for lock and go living, this 4BR exudes casual elegance with a functional floor plan and tasteful upgrades. Entertain in the spacious kitchen with stainless steel appliances, high-end granite surfaces and a large bar that opens to the dining area and family room. Retreat to the fabulous master suite complete with double vanity bath, separate shower and walk-in closet. Gorgeous travertine flooring, plantation shutters, double-sided fireplace, fresh paint and updated light fixtures throughout are among the features that make this home special. Landscaped and fully-fenced backyard with covered patio, full sprinkler system and gates on both sides. Gas line setup for outdoor gas grill/kitchen. Award-winning neighborhood with top-rated schools, world-class amenities and nearby shopping/dining!",Single Family,30.36333465576172,-97.8922348022461,2,False,2011,1,7318.0,8.333333333333334,17,2.0,4,450000-650000
9139,austin,"13323 Kinder Pass, Austin, TX 78727 is a single family home that contains 2,311 sq ft and was built in 1999. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.425281524658203,-97.68679809570312,2,False,1999,1,8624.0,4.333333333333333,13,3.0,4,350000-450000
3091,austin,"Do not miss the opportunity to see this 2 story spacious house near Mopac and 360.  Beautiful views highlight a half acre lot, with original designs and finishes throughout the house.  Screened in back porch lends a safe space from Texas mosquitoes while enjoying the outdoors. His and Her closets in the master bedroom along with walk-in closets in all other bedrooms.  Master bedroom showcases built-in shelves, vaulted ceilings and views of the hills. Storage is plentiful in the house with storage under the stairs, attic space, and utility room off the garage. Numerous windows let in sunlight throughout the day. Backyard boasts a garden area with walkways and a deck.",Single Family,30.37118721008301,-97.77452087402344,4,False,1977,0,22215.6,7.0,16,3.0,4,650000+
